0 THORAD AGENA D DEB
1 04458U 69082FB  14250.43990860  .05155409  10371+0  76037-2 0  6135
2 04458 069.7084 090.4185 0014960 242.2763 192.7929 16.12121065372927
0 SL-3 R/B
1 11683U 80008B   14250.61990580  .00176589  10625-4  49126-3 0  4674
2 11683 081.1603 284.3909 0006511 124.3283 235.8605 15.93622605905362
0 COSMOS 1400
1 13402U 82079A   14250.81108189  .00957628  59171-3  74912-3 0  4639
2 13402 081.1010 326.9731 0007127 264.1959 211.4033 16.14834365763277
0 ARIANE 1 DEB
1 17459U 86019GW  14250.65368575  .00464199  00000-0  38526-2 0  1314
2 17459 098.2104 105.4242 0003418 169.7752 190.3577 15.68777550480086
0 DELTA 1 DEB
1 21348U 75052BS  14250.69445316  .00587384  00000-0  21473-1 0  7897
2 21348 099.3507 122.1891 0021034 174.4135 223.9283 15.25688867190759
0 PEGASUS DEB
1 24501U 94029VA  14250.71455148  .00573944  00000-0  21057-2 0  9778
2 24501 082.0230 325.7887 0008795 162.5245 326.1161 15.86902926992102
0 PEGASUS DEB
1 24626U 94029AAE 14250.43879675  .00455611  00000-0  32166-2 0   381
2 24626 081.9607 036.0854 0018346 266.7898 151.4082 15.72541969982703
0 N-1 R/B(2)
1 25776U 79009C   14250.57481475  .01638954 -10450-4  12646-2 0  9199
2 25776 023.8789 353.5569 0565906 048.3784 057.5227 15.01631117573264
0 MINOTAUR R/B
1 26415U 00042B   14082.91910370  .22682768  29076-5  33582-3 0   343
2 26415 097.8178 144.6075 0008683 258.3833 101.6527 16.48397945762951
0 PSLV DEB
1 27581U 01049MZ  14229.87392481  .00507453  11434-3  10098-2 0  1258
2 27581 097.8325 092.8128 0002136 357.8709 059.9172 15.99891805672339
0 DMSP 5D-2 F11 DEB
1 28314U 91082AB  14250.69282034  .00728299  00000-0  14023-1 0  6146
2 28314 098.9144 227.8190 0003451 178.5342 234.7724 15.45518314550890
0 PSLV DEB
1 28428U 01049NN  11342.99058722  .00017115  00000-0  84337-3 0  9231
2 28428 098.0543 168.6028 0051321 255.7407 103.8834 15.16854961456949
0 OICETS DEB
1 28830U 05031H   14250.83461479  .03697909  21914-1  79805-2 0  2168
2 28830 097.9903 299.7947 0016443 247.3759 112.5779 16.02187905494077
0 OICETS DEB
1 28831U 05031J   14248.64203496  .02518230  67719-2  37052-2 0  2348
2 28831 097.9995 294.3778 0010200 239.7188 120.2157 16.06662696493577
0 PSLV DEB
1 28857U 01049PK  13349.87035509  .00057336  00000-0  26805-2 0  7042
2 28857 097.2228 137.9533 0042788 148.0128 212.3718 15.18738158610789
0 CZ-4 DEB
1 29038U 99057NH  14249.09588675  .01275042  00000-0  78247-2 0  1881
2 29038 098.8043 113.9070 0002918 162.5663 197.5698 15.74692294634351
0 FENGYUN 1C DEB
1 30033U 99025NJ  14250.75314372  .01288971  00000-0  13616-1 0  5707
2 30033 098.9893 148.6374 0030946 113.1835 247.2682 15.60758060406430
0 FENGYUN 1C DEB
1 30049U 99025PA  14245.48816173  .13022630  72282+0  11104+0 0  7817
2 30049 098.5247 153.2001 0035040 174.3478 186.3198 15.83621014391988
0 FENGYUN 1C DEB
1 30179U 99025UL  14237.19323607  .06791453  00000-0  11360+0 0  6906
2 30179 099.4604 329.6934 0015952 094.3071 265.9673 15.46918383370439
0 FENGYUN 1C DEB
1 31084U 99025BGE 14239.06020034  .11014754  00000-0  15123+0 0  3870
2 31084 099.4173 180.0991 0052686 143.3361 217.1508 15.49911809384159
0 FENGYUN 1C DEB
1 31156U 99025BHJ 14192.43380705  .00189344  00000-0  99946-2 0  4610
2 31156 099.0239 055.2882 0029219 057.1029 303.3003 15.14278354387568
